second,Volt1,Volt2
0.0,3.613316581,0.06700167433333333
1.0,3.69371859,0.07370184166666667
2.0,3.69371859,0.060301506666666664
3.0,3.613316581,0.080402009
4.0,3.69371859,0.06700167433333333
5.0,3.69371859,0.080402009
6.0,3.69371859,0.080402009
7.0,3.69371859,0.080402009
8.0,3.613316581,0.080402009
9.0,3.69371859,0.12730318133333332
10.0,3.69371859,0.12060301366666666
11.0,3.613316581,0.10720267866666666
12.0,3.69371859,0.10720267899999998
13.0,3.69371859,0.14740368333333334
14.0,3.69371859,0.16080401833333333
15.0,3.69371859,0.19430485566666666
16.0,3.69371859,0.24120602733333332
17.0,3.69371859,0.2948073666666667
18.0,3.69371859,0.32830820433333335
19.0,3.69371859,0.402010046
20.0,3.69371859,0.44221105033333336
21.0,3.69371859,0.4690117203333333
22.0,3.69371859,0.6030150693333333
23.0,3.69371859,0.663316576
24.0,3.69371859,0.7839195896666666
25.0,3.774120599,0.871021766
26.0,3.774120599,0.9715242776666667
27.0,3.69371859,1.0385259523333332
28.0,3.69371859,1.1792294683333333
29.0,3.774120599,1.25293131
30.0,3.69371859,1.299832482
31.0,3.69371859,1.3668341560000001
32.0,3.774120599,1.467336667666667
33.0,3.774120599,1.520938007
34.0,3.774120599,1.6147403513333334
35.0,3.69371859,1.681742026
36.0,3.774120599,1.7219430303333334
37.0,3.774120599,1.8023450393333331
38.0,3.69371859,1.8693467136666666
39.0,3.69371859,1.9296482206666665
40.0,3.774120599,1.9564488903333332
41.0,3.774120599,2.0033500623333333
42.0,3.774120599,2.0703517366666664
43.0,3.774120599,2.123953076
44.0,3.69371859,2.1172529086666665
45.0,3.69371859,2.1708542483333333
46.0,3.774120599,2.2244555876666667
47.0,3.774120599,2.2512562573333335
48.0,3.774120599,2.2579564246666664
49.0,3.69371859,2.338358434
50.0,3.774120599,2.371859271
51.0,3.774120599,2.3919597736666667
52.0,3.774120599,2.3919597736666667
53.0,3.774120599,2.445561113
54.0,3.774120599,2.4723617823333335
55.0,3.774120599,2.505862619666667
56.0,3.774120599,2.519262954666667
57.0,3.774120599,2.5460636243333337
58.0,3.774120599,2.5594639593333337
59.0,3.774120599,2.5996649636666667
60.0,3.69371859,2.6130652983333333
61.0,3.774120599,2.6264656333333334
62.0,3.774120599,2.653266303
63.0,3.774120599,2.680066972666667
64.0,3.774120599,2.700167475
65.0,3.774120599,2.680066972666667
66.0,3.69371859,2.7135678103333327
67.0,3.774120599,2.7336683123333336
68.0,3.774120599,2.7403684799999994
69.0,3.774120599,2.753768814666666
70.0,3.774120599,2.7738693170000004
71.0,3.774120599,2.7738693170000004
72.0,3.774120599,2.780569484333333
73.0,3.774120599,2.814070321666667
74.0,3.774120599,2.827470656666667
75.0,3.774120599,2.854271326333334
76.0,3.774120599,2.827470656333334
77.0,3.774120599,2.854271326333334
78.0,3.774120599,2.8408709916666672
79.0,3.774120599,2.854271326333334
80.0,3.774120599,2.887772163333333
81.0,3.854522608,2.894472331
82.0,3.774120599,2.887772163333333
83.0,3.774120599,2.9212730006666665
84.0,3.774120599,2.927973168
85.0,3.774120599,2.9212730006666665
86.0,3.774120599,2.934673335333333
87.0,3.774120599,2.9212730006666665
88.0,3.774120599,2.9346733356666665
89.0,3.774120599,2.934673335333333
90.0,3.854522608,2.941373503
91.0,3.774120599,2.9547738376666666
92.0,3.854522608,2.9882746746666666
93.0,3.774120599,2.9815745073333333
94.0,3.774120599,2.9547738376666666
95.0,3.774120599,3.0016750096666667
96.0,3.774120599,3.021775512
97.0,3.774120599,2.97487434
98.0,3.774120599,3.0150753446666667
99.0,3.854522608,2.97487434
100.0,3.854522608,3.0284756793333334
101.0,3.774120599,3.0016750096666667
102.0,3.854522608,3.0418760139999996
103.0,3.854522608,3.0418760143333334
104.0,3.774120599,3.035175847
105.0,3.774120599,3.0351758466666667
106.0,3.854522608,3.041876014
107.0,3.774120599,3.0485761816666668
108.0,3.774120599,3.041876014
109.0,3.854522608,3.055276349
110.0,3.854522608,3.055276349
111.0,3.854522608,3.0351758466666667
112.0,3.774120599,3.055276349
113.0,3.774120599,3.0820770186666664
114.0,3.774120599,3.055276349
115.0,3.854522608,3.055276349
116.0,3.854522608,3.0820770186666664
117.0,3.854522608,3.061976516666667
118.0,3.854522608,3.055276349
119.0,3.774120599,3.055276349
120.0,3.774120599,3.0954773536666664
121.0,3.854522608,3.0954773536666664
122.0,3.854522608,3.075376851666667
123.0,3.854522608,3.075376851333333
124.0,3.854522608,3.1021775209999998
125.0,3.854522608,3.115577856
126.0,3.854522608,3.088777186333333
127.0,3.854522608,3.115577856
128.0,3.854522608,3.108877688333333
129.0,3.854522608,3.0686766839999997
130.0,3.774120599,3.115577856
131.0,3.854522608,3.0820770189999998
132.0,3.774120599,3.1289781906666665
133.0,3.854522608,3.122278023333333
134.0,3.854522608,3.135678358
135.0,3.854522608,3.135678358
136.0,3.854522608,3.122278023333333
137.0,3.774120599,3.135678358
138.0,3.854522608,3.135678358
139.0,3.854522608,3.135678358
140.0,3.854522608,3.108877688333333
141.0,3.854522608,3.135678358
142.0,3.854522608,3.135678358
143.0,3.854522608,3.135678358
144.0,3.854522608,3.135678358
145.0,3.854522608,3.135678358
146.0,3.854522608,3.135678358333333
147.0,3.854522608,3.122278023333333
148.0,3.854522608,3.135678358
149.0,3.854522608,3.135678358
